similarity_computation,0:00:03.246174
clustering_0,0:00:00.007033
clustering_1,0:00:00.007369
clustering_2,0:00:00.007232
clustering_3,0:00:00.007211
correction,0:00:01.160606
total_time,0:00:04.450624
