similarity_computation,0:00:03.601808
clustering_0,0:00:00.007799
clustering_1,0:00:00.007780
clustering_2,0:00:00.007757
clustering_3,0:00:00.007845
correction,0:00:01.719487
total_time,0:00:05.365729
