similarity_computation,0:00:00.049029
clustering_0,0:00:00.000484
clustering_1,0:00:00.000490
clustering_2,0:00:00.000477
clustering_3,0:00:00.000477
correction,0:00:01.755159
total_time,0:00:01.809705
