Id_Ente;Latitudine;Longitudine;TipologiaSoggetti;Codifica;CategoriaEnte;SottoCategoriaEnte;DenominazioneEnte;Indirizzo;Cap;Comune;Socio_1;Socio_2;Socio_3
28965;40,8477;14,2558;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;DIAGNOSTICA E FARMACEUTICA MOLECOLARI SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA;Via Mezzocannone, 16;80134;Napoli;UNIVERSITA' DEGLI STUDI DI NAPOLI FEDERICO II 37%;CONSIGLIO NAZIONALE DELLE RICERCHE 34%;UNIVERSITA' DEGLI STUDI DI SALERNO 16%
17074;40,9156;14,7964;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;C.C.I.A.A. Avellino;PIAZZA DUOMO, 5;83100;AVELLINO;;;
19936;40,8757;14,2844;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;GE.S.A.C. S.p.A. Gestione Servizi Aereoporti Campani;via F. ruffo di Calabria, 10;80144;NAPOLI;SISTEMA AEROPORTUALE CAMPANO S.P.A. 70%;COMUNE DI NAPOLI 12,5%;PROVINCIA DI NAPOLI 12,5%
28969;41,1902;14,6797;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;G.A.L. TABURNO CONSORZIO;Largo Sant'Erasmo;82030;Torrecuso;;;
17075;41,1297;14,7822;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;C.C.I.A.A. Benevento;PIAZZA IV NOVEMBRE, 1;82100;BENEVENTO;;;
19937;40,8575;14,2771;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;GES.EN. Gestioni Energetiche S.p.A.;Via G. Porzio, 4;80014;NAPOLI;CONSORZIO DI BACINO PROVINCIA NAPOLI E CASERTA 53,68%;IMP.RE.GE.CO - IMPIANTI REGIONALI GESTIONE CONSORTILE - A R.L.  46,32%;
28970;41,072;14,3345;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;GESTIONE IMPIANTI E SERVIZI ECOLOGICI CASERTANI S.P.A.;Corso Trieste, 133;81100;Caserta;PROVINCIA DI CASERTA 100%;;
17076;41,0697;14,3362;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;C.C.I.A.A. Caserta;VIA ROMA, 75;81100;CASERTA;;;
19939;40,8387;14,2374;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;IMAST S.C.a r.l. Ingegneria dei Materiali Polimerici e Strutture;VIA DEL PARCO MARGHERITA, 24;80121;NAPOLI;UNIVERSITA' DEGLI STUDI FEDERICO II 15,47%;ENEA 15,47%;CONSIGLIO NAZIONALE DELLE RICERCHE 15,47%
28979;41,1166;14,7984;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;SANNIO AMBIENTE E TERRITORIO S.R.L.;Via Angelo Mazzoni, 19;82100;BENEVENTO;PROVINCIA DI BENEVENTO 100%;;
17077;40,8441;14,2554;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;C.CI.A.A. Napoli;VIA S.ASPRENO,2;80133;NAPOLI;;;
19946;40,8298;14,1966;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Napoli Holding S.r.l.;Via Gianbattista Marino, 1;80125;NAPOLI;COMUNE DI NAPOLI 100%;;
28991;40,7744;14,7897;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;CENTRO DI RICERCA IN MATEMATICA PURA ED APPLICATA - CONSORZIO;VIA GIOVANNI PAOLO II, 132;84084;salerno;ASPERIENCE SRL;UNIVERSITA' DEGLI STUDI DI SALERNO;PEGASOFT SRL
17078;40,6772;14,7617;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;C.C.I.A.A. Salerno;Via Roma, 29;84121;SALERNO;;;
19947;40,8579;14,2766;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Napoli Servizi S.p.A.;Via G. Porzio Centro Direzionale IS. C1;80143;NAPOLI;COMUNE DI NAPOLI 100%;;
28667;40,8441;14,2554;Amministrazioni Locali;a;026 - Camere di Commercio;0262 - Camere di Commercio;Unione Regionale delle Camere di Commercio, Industria, Artigianato e Agricoltura della Campania;Via Sant'Aspreno, 2;80133;Napoli;;;
17050;40,8371;14,2487;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Napoli (NA);Piazza Trieste e Trento;80132;NAPOLI;REGIONE CAMPANIA 100%;;
17051;40,4237;15,0064;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Paestum (SA);Via Magna Grecia, 887;84063;CAPACCIO;REGIONE CAMPANIA 100%;;
17052;40,7485;14,5005;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.C.S.T. Pompei (NA);VIA SACRA, 1;80045;POMPEI;REGIONE CAMPANIA 100%;;
17053;40,6285;14,4861;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Positano (NA);Via Regina Giovanna, 13;84017;POSITANO;REGIONE CAMPANIA 100%;;
17054;40,6774;14,7543;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Salerno (SA);Via Lungomare Trieste, 7;84121;SALERNO;REGIONE CAMPANIA 100%;;
17055;40,628;14,3746;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Sorrento Sant'Agnello (NA);VIA LUIGI DE MAIO, 35;80067;SORRENTO;REGIONE CAMPANIA 100%;;
17056;40,6633;14,4252;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.C.S.T. Vico Equense (NA);VIA Filangieri, 100;80069;VICO EQUENSE;REGIONE CAMPANIA 100%;;
17057;40,6501;14,6118;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.A.S.T. Ravello;VIA ROMA, 18BIS;84010;RAVELLO;REGIONE CAMPANIA 100%;;
17061;40,857;14,2767;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;ARPAC Agenzia Regionale per l'Ambiente;VIA G. PORZIO, 5;80143;NAPOLI;REGIONE CAMPANIA 100%;;
17118;40,8939;14,7105;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;EPT Avellino;corso Vittorio Emanuele, 42;83100;AVELLINO;REGIONE CAMPANIA 100%;;
29027;41,0778;14,2602;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;AMBITO TERRITORIALE C8;Via Albana;81055;Santa Maria Capua Vetere;;;
19948;40,8403;14,2504;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;NAPOLI SOCIALE S.p.A.;piazza municipio, palazzo s.giacomo;80143;NAPOLI;COMUNE DI NAPOLI 100%;;
29036;40,8431;14,2509;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;S.A.P. NA. SISTEMA AMBIENTE PROVINCIA DI NAPOLI S.P.A.;P.zza matteotti, 1;80133;Napoli;CITTA' METROPOLITANA DI NAPOLI 100%;;
19955;40,857;14,2767;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;SOCIETA' REGIONALE PER LA SANITA' S.P.A. IN BREVE SO.RE.SA. S.P.A.;via porzio, 5;80100;NAPOLI;REGIONE CAMPANIA 100%;;
29082;40,8415;14,2556;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;SVILUPPO TECNOLOGIE E RICERCA PER L'EDILIZIA SISMICAMENTE SICURA ED ECOSOSTENIBILE - SOCIETA' CONSOR;VICO II SAN NICOLA ALLA DOGANA, 9;80133;Napoli;UNIVERSITA' DEGLI STUDI FEDERICO II 33,65%;RINA CONSULTING SPA 10,75%;UNIVERSITA' DEGLI STUDI DEL SANNIO 5,37%
19956;40,8035;14,3516;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Stoa S.C.p.A. Istituto di Studi per la Direzione e Gestione di Impresa;Corso Resina, 283;80056;ERCOLANO;PEOPLE & LEARNING SRL;EQUITALIA S.P.A.;CAMERA DI COMMERCIO DI NAPOLI
29356;40,8546;14,249;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;SAUIE - S.R.L.;Via Santa Teresa degli Scalzi, 36;80100;NAPOLI;REGIONE CAMPANIA 100%;;
19959;40,8274;14,1716;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Terme di Agnano S.p.A.;VIA AGNANO ASTRONI, 24;80125;NAPOLI;COMUNE DI NAPOLI 100%;;
29358;40,8321;14,2488;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE ANNALI DELLaARCHITETTURA E DELLE CITTa;Via Santa Lucia;80132;NAPOLI;;;
21597;40,7488;14,5277;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.C.S.E. S.p.A. Azienda Comunale Servizi Esterni;VIA PIETRO MELCHIADE;84018;SCAFATI;CITTA DI SCAFATI 100%;;
29359;40,8322;14,2491;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;CAMPANIA AMBIENTE E SERVIZI S.P.A.;VIA SANTA LUCIA, 81;80132;NAPOLI;REGIONE CAMPANIA 100%;;
21598;40,7427;14,6306;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;AGENZIA PER LO SVILUPPO DEL SISTEMA TERRITORIALE DELLA VALLE DEL SARNO S.P.A.;VIA RAFFAELE LIBROIA, 52;84014;Nocera Inferiore;COMUNE DI NOCERA INFERIORE 18,99%;CITTA DI SCAFATI 15,51%;COMUNE DI PAGANI 12,34%
29361;40,8554;14,2244;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE BIOLOGY FOR MEDICINE aBIO.FOR.MEa;via Pietro Castellino, 111;80131;NAPOLI;;;
21602;40,6992;14,7067;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;AUSINO S.p.A. Servizi idrici integrati;VIA ALFONZO BALZICO, 46;84013;Cava de' Tirreni;COMUNE DI SALERNO 17,55%;COMUNE DI CAVA DE' TIRRENI 18,19%;COMUNE DI BARONISSI 7,16%
29362;40,8069;14,3508;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE C.I.V.E.S.;Via IV Novembre, 44;80056;Ercolano;;;
21603;41,1545;15,0919;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Azienda Mobilita Ufitana S.p.A.;via tribunali;83031;Ariano Irpino;COMUNE DI ARIANO IRPINO 100%;;
29363;40,8364;14,2407;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;LA FONDAZIONE CAMPANIA DEI FESTIVAL;VIA GAETANO FILANGIERI, 36;8012;NAPOLI;;;
21604;40,875;14,2192;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;CEINGE Biotecnologie Avanzate S.c. a r.l.;VIA GAETANO SALVATORE, 486;80145;Napoli;UNIVERSITA' PER GLI STUDI FEDERICO II 60%;PROVINCIA DI NAPOLI 18,57%;COMUNE DI NAPOLI 9,85%
29364;40,8552;14,2585;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE DONNAREGINA PER LE ARTI CONTEMPORANEE;Via Settembrini, 79;80139;NAPOLI;;;
21609;41,1151;13,8861;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;FARCOM S.p.A;Viale Margherita;81034;Mondragone;COMUNE DI MONDRAGONE 70%;CORVINO LUCIANO 30%;
17119;41,1287;14,7919;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;EPT Benevento;VIA NICOLA SALA, 31;82030;BENEVENTO;REGIONE CAMPANIA 100%;;
17120;41,073;14,323;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;EPT Caserta;Viale Douhet, 2;81100;Caserta;REGIONE CAMPANIA 100%;;
17121;40,8579;14,2766;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;EPT Napoli;via Porzio;80143;NAPOLI;REGIONE CAMPANIA 100%;;
17122;40,6772;14,7632;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;EPT Salerno;Via Velia, 15;84125;SALERNO;REGIONE CAMPANIA 100%;;
17153;40,8322;14,2491;Amministrazioni Regionali;b;017 - Amministrazione Regionale;0171 - Amministrazione Regionale;Regione Campania;Via Santa Lucia, 81;80132;Napoli;;;
19927;41,13;14,7792;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.Di.S.U. Benevento;Via Tenente Pellegrini;82100;BENEVENTO;REGIONE CAMPANIA 100%;;
19928;41,0771;14,3314;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.Di.S.U. Caserta;Corso P.Giannone, 50-52;81100;CASERTA;REGIONE CAMPANIA 100%;;
19929;40,8421;14,256;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;"A.Di.S.U.""Federico II"" - Napoli";Via Alcide de Gasperi, 45;80133;NAPOLI;REGIONE CAMPANIA 100%;;
19930;40,8445;14,2589;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;"A.Di.S.U. ""L'Orientale"" - Napoli";Traversa Nuova Marina, 5;80133;NAPOLI;REGIONE CAMPANIA 100%;;
19931;40,7708;14,7948;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.Di.S.U. Salerno;Via della Tecnica, 1;84084;FISCIANO;REGIONE CAMPANIA 100%;;
29365;40,8322;14,2491;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE IFEL CAMPANIA a aISTITUTO PER LA FINANZA E LaECONOMIA LOCALE DELLA CAMPANIAa;VIA Santa LUCIA, 81;80132;NAPOLI;;;
21610;40,2997;15,074;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Farmacia Comunale di Rutino;Via Paestum, 8;84070;Rutino;DONATO SCARPA 99%;COMUNE DI RUTINO 1%;
29366;40,8492;14,2691;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;ENTE AUTONOMO VOLTURNO S.R.L.;CORSO GARIBALDI, 387;80141;NAPOLI;REGIONE CAMPANIA 100%;;
21612;40,7428;13,942;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;GENESIS S.R.L.;Via IASOLINO, 1;80077;Napoli;COMUNE DI ISCHIA 51%;M.T. SPA 49%;
29367;40,8325;14,2485;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE POL.I.S. - POLITICHE INTEGRATE DI SICUREZZA;via Raffaele De Cesare,28;80132;NAPOLI;;;
21616;40,8229;14,3586;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Leucopetra S.p.A.;VIA BENEDETTO COZZOLINO, 39;80056;Ercolano;COMUNE DI PORTICI 99%;COMUNE DI SAN SEBASTIANO AL VESUVIO 0,5%;COMUNE DI MASSA DI SOMMA 0,5%
29368;40,94;14,5227;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE PREMIO CIMITILE;Via Nazionale delle Puglie, 3;80030;CIMITILE;;;
21621;40,8618;14,3349;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Net Service S.r.l.;Via Argine, 929;80100;Napoli;ABC - ACQUA BENE COMUNE NAPOLI 100%;;
29369;40,7419;13,9349;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;"FONDAZIONE ""PREMIO ISCHIA - GIUSEPPE VALENTINO""";Via Quercia, 64;80074;CASAMICCIOLA TERME;;;
21622;40,7375;14,6562;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;NOCERA MULTISERVIZI S.p.A.;via alveo s.croce;84014;Nocera inferiore;COMUNE DI NOCERA INFERIORE 100%;;
29370;40,7744;14,7897;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE UNIVERSITARIA DELLaUNIVERSITa DI SALERNO;Via Giovanni Paolo II, 132;84084;FISCIANO;;;
21624;40,7045;14,7742;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Pellezzano Servizi S.r.l.;Via della quercia, 62/B;84080;Pellezzano;COMUNE DI PELLEZZANO 100%;;
21625;40,6239;14,3763;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Penisolaverde S.p.A.;Viale degli Aranci, 35;80067;Sorrento;COMUNE DI SORRENTO 68,42%;COMUNE DI PIANO DI SORRENTO 31,58%;
21626;40,6336;14,852;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;ARECHI MULTISERVICE S.P.A.;Viale Andrea De Luca, 22/l;84131;Salerno;PROVINCIA DI SALERNO 100%;;
21629;40,743;14,6323;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Agenzia Locale di Sviluppo della Valle del Sarno Patto dell'Agro S.p.A.;Via Libroia, 12;84014;Nocera Inferiore;AMMINISTRAZIONE PROVINCIALE DI SALERNO 22,9%;COMUNE DI NOCERA INFERIORE 16,5%;CITTA DI SCAFATI 10,78%
21632;41,0203;13,9521;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Volturno Multiutility S.p.A.;via Domitiana km. 30,150, 96/98,;81030;Castel Volturno;COMUNE DI CASTEL VOLTURNO 100%;;
20392;40,8491;14,2591;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;Autorita di bacino del Sarno (ridenominata Autorita di bacino Regionale della Campania Centrale);Piazzetta Giustino Fortunato,10;80138;NAPOLI;REGIONE CAMPANIA 100%;;
27903;40,5508;14,243;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;P.T.C. PORTO TURISTICO DI CAPRI S.P.A.;Piazza Umberto I;80070;capri;comune di capri 100%;;
28678;40,8488;14,2939;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;"A.DI.S.U. ""PARTHENOPE - AZIENDA REGIONALE PER IL DIRITTO ALLO STUDIO UNIVERSITARIO";VIA Galileo Ferraris, 273;80146;NAPOLI;REGIONE CAMPANIA 100%;;
29025;40,8398;14,2424;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;A.Di.S.U. Azienda per Il Diritto allo Studio Universitario Universita' Degli Studi Suor Orsola Benin;Via Suor Orsola, 10;80135;Napoli;REGIONE CAMPANIA 100%;;
29029;40,8579;14,2766;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;Autorita di Bacino Regionale di Campania Sud Ed Interregionale per Il Bacino Idrografico del Fiume S;Via G. Porzio;80143;Napoli;REGIONE CAMPANIA 100%;;
29077;40,8225;14,5989;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;ARCADIS;Via Ingegno;84087;Sarno;IN LIQUIDAZIONE (L.R. 38/2016);;
29360;40,8322;14,2491;Amministrazioni Regionali;b;019 - Enti dipendenti;0191 - Enti dipendenti di livello regionale;AGENZIA REGIONALE UNIVERSIADI 2019;Via Santa Lucia, 81;80132;NAPOLI;REGIONE CAMPANIA 100%;;
17027;40,9373;14,8215;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.IR. S.p.A Autoservizi Irpini . Avellino;via Fasano;83100;AVELLINO;REGIONE CAMPANIA 99,99%;COMUNE DI MERCOGLIANO 0,01%;
17028;41,1199;14,7781;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.M.T.S. Azienda Mobilita Trasporti Sannio S.p.A.;Via S. Colomba, 139;82100;BENEVENTO;COMUNE DI BENEVENTO 100%;;
17029;40,8298;14,1966;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.N.M. S.p.A.- Azienda Napoletana Mobilita;VIA G.B. MARINO, 1;80125;NAPOLI;NAPOLI HOLDING S.R.L. 100%;;
21996;40,814;14,6201;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;COFASER - Consorzio Farmacie Servizi;Piazza IV Novembre;84087;SARNO;COMUNE MERCATO SAN SEVERINO;COMUNE DI SARNO;
21997;40,6182;15,0546;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Eboli Multiservizi S.p.A.;Via Matteo Ripa, 49;84025;EBOLI;COMUNE DI EBOLI 100%;;
21998;40,7089;13,9173;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Barano Multiservizi S.p.A.;Via Corrado Buono, 15;80070;Barano d'Ischia;COMUNE DI BARANO D'ISCHIA 100%;;
21999;40,9237;14,3101;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;CITTA' DEL FARE S.C.p.A.;VIA SANTA MARIA, 2;80021;afragola;COMUNE DI AFRAGOLA 15,83%;PROVINCIA DI NAPOLI 15,22%;COMUNE DI ACERRA 11,55%
22000;40,6927;15,2383;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;La.S.A.T. S.r.l.;Via Ponte Oliveto;84020;Oliveto Citra;COMUNE DI OLIVETO CITRA (PROVINCIA DI SALERNO) 100%;;
26183;40,8322;14,2491;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;"CITHEF - SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA"" O IN F ORMA ABBREVIATA ""CITHEF S.C. A R.L.""";via S.LUCIA, 81;80132;Napoli;REGIONE CAMPANIA 98,31%;THEMA S.R.L. 0,77%;
26184;40,8505;14,2635;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;Trianon Viviani S.p.A.;P.zza Calenda, 9;80139;NAPOLI;REGIONE CAMPANIA 71,75%;PROVINCIA DI NAPOLI 28,25%;
26186;40,6159;14,9162;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Aereoporto Salerno-Pontecagnano;Via Olmo;84131;PONTECAGNANO FAIANO;REGIONE CAMPANIA 68,52%;REGIONE BASILICATA 19,36%;CAMERA DI COMMERCIO DI SALERNO 9,94%
26188;41,0093;14,1046;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Agrorinasce S.c.r.l.;Corso Umberto I, 882;81036;San Cipriano d'Aversa;COMUNE DI CASAL DI PRINCIPE 16,67%;COMUNE DI CASAPESENNA 16,67%;COMUNE DI SAN CIPRIANO D'AVERSA 16,67%
26978;40,6209;14,9202;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Aeroporto di Salerno S.p.A.;Via Olmo;84092;BELLIZZI;CONSORZIO AEROPORTO SALERNO-PONTECAGNANO S.C.R.L. 99,94%;CAMERA DI COMMERCIO DI SALERNO 0,06%;
17031;40,8618;14,3349;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;ABC - ACQUA BENE COMUNE NAPOLI;Via Argine, 929;80147;NAPOLI;COMUNE DI NAPOLI 100%;;
17034;41,1282;14,7776;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.S.I.A. Benevento S.p.A.;VIA DELLE PUGLIE,28/I;82100;BENEVENTO;COMUNE DI BENEVENTO 100%;;
17036;40,6427;14,8433;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;A.S.I.S. Salernitana Reti ed Impianti S.p.A.;Via R. WENNER, 61;84100;SALERNO;COMUNE DI SALERNO 33,2%;COMUNE DI BATTIPAGLIA 11,1%;COMUNE DI EBOLI 9,3%
17040;40,8334;14,2514;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;A.T.O. 2 Napoli Volturno;VIA CESARIO CONSOLE, 3;80132;NAPOLI;IN GESTIONE COMMISSARIALE (L.R. 15/2015);;
17041;40,8488;14,2593;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;A.T.O. 3 Sarnese Vesuviano;Via del Gande Archivio;80133;NAPOLI;COMUNE DI PORTICI 4,62%;COMUNE DI CASTELLAMMARE DI STABIA 4,62 %;COMUNE DI SAN GIORGIO A CREMANO 4,2%
17042;40,6539;14,8131;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;A.T.O. 4 Sele;Viale G. Verdi, 23/L;84131;SALERNO;COMUNE DI CAVA DEI TIRRENI 6,35%;COMUNE DI BATTIPAGLIA 5,94%;COMUNE DI PONTECAGNANO FAIANO 2,96%
