Id_Ente;Latitudine;Longitudine;TipologiaSoggetti;Codifica;CategoriaEnte;SottoCategoriaEnte;DenominazioneEnte;Indirizzo;Cap;Comune;Socio_1;Socio_2;Socio_3
17058;40,9129;14,7896;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Alto Calore Servizi S.p.A. Avellino;Corso Europa, 41;83100;AVELLINO;PROVINCIA DI AVELLINO 10,66%;ISTITUZIONE TEATRO COMUNALE CARLO GESUALDO 10,37%;COMUNE DI ARIANO IRPINO 2,3%
17067;40,8575;14,2771;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Autostrade Meridionali S.p.A.;VIA G.PORZIO, 4;80143;NAPOLI;EDIZIONE SRL 58,98%;MALVESTIO MASSIMO 5,74%;
17068;40,9102;14,3905;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Azienda Spec. A.S.M. Pomigliano d'Arco;Via Fiume, 56;80038;POMIGLIANO D'ARCO;COMUNE DI POMIGLIANO D'ARCO 100%;;
26979;40,4699;15,4839;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;AGEAS Salerno S.C.a r.l.;Piazza D. Pica, 80;84037;Sant'Arsenio;AG S.R.L. 53,33%;PROVINCIA DI SALERNO 15%;GRECO ANGELO 13,33%
26980;40,9479;14,5278;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Agenzia locale di sviluppo dei comuni dell'Area Nolana S.C.p.A.;VIA TRIVICE D'OSSA;80030;CAMPOSANO;COMUNE DI NOLA 18,43%;COMUNE DI MARGIGLIANO 17,06%;COMUNE DI SAVIANO 8,38%
26982;40,5511;14,2172;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Anacapri Servizi S.r.l.;Via Caprile, 30;80071;NAPOLI;COMUNE DI ANACAPRI 100%;;
26988;41,1315;14,7778;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Cerict S.C.a r.l.;via traiano, 3;82100;BENEVENTO;UNIVERSITA' DEGLI STUDI DI NAPOLI FEDERICO II DI NAPOLI 33,88%;UNIVERSITA' DEGLI STUDI DEL SANNIO 23,8%;UNIVERSITA' DEGLI STUDI DI SALERNO 16%
26989;40,4547;14,9893;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;CST Sistemi Sud S.r.l.;VIALE DELLA REPUBBLICA, 8;84047;CAPACCIO;COMUNE DI CAPACCIO 27,07%;COMUNE DI AGROPOLI 27,07%;COMUNE DI SALERNO 19,41%
26990;40,7702;14,7992;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Fisciano Sviluppo S.p.A.;Piazza Umbero I, 1;84084;FISCIANO;COMUNE DI FISCIANO 100%;;
26991;41,2569;14,6;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Gal Titerno S.C.a r.l.;VIA MUNICIPIO, 1;82034;GUARDIA SANFRAMONDI;CONFEDERAZIONE ITALIANA AGRICOLTORI PROVINCIA DI BENEVENTO 21,91%;CAMERA DI COMMERCIO DI BENEVENTO 8,71%;PROVINCIA DI BENEVENTO 6,53%
26994;40,8431;14,2509;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;AGENZIA DI SVILUPPO DELL'AREA METROPOLITANA DI NAPOLI SPA;Piazza Matteotti, 1;80133;NAPOLI;PROVINCIA DI NAPOLI 100%;;
26995;40,4229;15,0805;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;MAGNA GRAECIA SVILUPPO S.CONS. A R.L.;Via Vittorio Emanuele, 1;84047;CAPACCIO;COMUNE DI CAPACCIO 16,26%;COMUNE DI AGROPOLI 15,63%;CAMERA DI COMMERCIO DI SALERNO 14%
27000;40,6436;14,4127;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Patto Territoriale della Penisola Sorrentina S.C.p.A;VIA MUNICIPIO, 13;80062;Meta;PROVINCIA DI NAPOLI 9,57%;COMUNE DI MASSALUBRESE 9,57%;COMUNE DI SORRENTO 9,57%
17070;40,7417;14,6302;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Integrale Comprensorio Sarno (SA);Via Atzori;84014;NOCERA INFERIORE;;;
17071;41,2406;13,9328;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Aurunco (CE);VIA DELLE TERME, 8;81037;SESSA AURUNCA;;;
17072;41,0699;14,3352;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bon. Bacino Inferiore Volturno (CE);VIA ROMA, 80;81100;CASERTA;;;
17073;40,4541;15,012;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Paestum (SA);VIA MAGNA GRAECIA, 341;84047;CAPACCIO;;;
17079;41,1224;14,1744;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;C.I.R.A. S.C.p.A. Centro Italiano Ricerche Aerospaziali;VIA MAIORISE;81043;CAPUA;A.S.I. AGENZIA SPAZIALE ITALIANA 47,18%;CONSORZIO ASI 15,86%;ALENIA AERMACCHI S.P.A. 11,67%
17082;40,9157;14,2784;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;C.T.P. Compagnia Trasporti Pubblici S.p.A. (NA);CORSO D'AMATO, 51;80022;Arzano;CITTA' METROPOLITANA DI NAPOLI 100%;;
17085;40,9373;14,8215;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Compagnia Trasporti Irpini - ATI S.p.A.;VIA FASANO;83100;AVELLINO;AUTOSERVIZI IRPINI S.P.A. IN SIGLA ABBREVIATA A.IR. S.P.A. 99,5%;COMUNE DI MERCOGLIANO 0,5%;
17086;40,9217;14,7895;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Consorzio A.S.I. Avellino;via capozzi enrico, 45;83100;AVELLINO;;;
17087;41,146;14,835;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Consorzio A.S.I. Benevento;LOCALITA' PONTE VALENTINO, 26;82100;BENEVENTO;;;
17088;41,0654;14,3228;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Consorzio A.S.I. Caserta;viale Enrico Mattei, 36;81100;CASERTA;;;
27003;41,0472;14,7606;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Patto Territoriale sviluppo 2000 Valle del Sabato S.C.p.A;VIA CRETAZZO;82014;CEPPALONI;COMUNE DI CEPPALONI 36,25%;ITAL PRINT S..R.L.. 15,15%;PROVINCIA DI BENEVENTO 12,63%
27006;41,1262;14,7898;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Sannio Europa S.C.p.A;VIALE MELLUSI, 68;82100;BENEVENTO;PROVINCIA DI BENEVENTO 85,47%;COMUNE DI PIETRELCINA 2,18%;COMUNITA' MONTANA TITERNO ALTO TAMMARO 2,14%
27007;40,2323;15,2707;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Sistema Cilento S.C.p.A. - Societa' per la gestione del patto territoriale del Sistema Cilento;via MICHELANGELO MAINENTE, 9;84078;VALLO DELLA LUCANIA;CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO 6,83%;PARCO NAZIONALE DEL CILENTO E VALLO DI DIANO 6,57%;PROVINCIA DI SALERNO 6,57%
27009;40,8365;14,8321;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Solofra Service S.r.l.;VIA MELITO IANGANO;83029;SOLOFRA;CONSORZIO PER L'AREA DI SVILUPPO INDUSTRIALE DELLA PROVINCIA DI AVELLINO CON SIGLA ABBREVIATA ASI - AVELLINO 98%;COMUNE DI SOLOFRA 2%;
27011;40,6924;15,2371;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;SVILUPPO SELE TANAGRO S.R.L.;Via Ponte Oliveto, 1;84020;OLIVETO CITRA;PROVINCIA DI SALERNO 16,16%;COMUNE DI CAMPAGNA 15,42%;COMUNE DI SAN GREGORIO MAGNO 6,99%
27013;40,3347;15,6503;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;V.D.&B. S.p.A. - Societa' di gestione del Patto Territoriale per lo sviluppo del territorio del Buss;Viale Certosa;84034;PADULA;PROVINCIA DI SALERNO 45,6%;CENTRO SPORTIVO MERIDIONALE BACINO SA3 - CONSORZIO 15,12%;PARCO NAZIONALE DEL CILENTO E VALLO DI DIANO 7,06%
27014;40,8626;14,6484;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Vallo di Lauro Sviluppo S.p.A.;PIAZZA MUNICIPIO;83023;LAURO;SABESA S.P.A. 23%;COMUNE DI LAURO 21%;COMUNE DI QUINDICI 10%
27015;41,2018;15,1378;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;BIOGEM S.C.a r.l.;Via Camporeale;83031;ARIANO IRPINO;CAMERA DI COMMERCIO DI AVELLINO 15,79%;"STAZIONE ZOOLOGICA  ""ANTON DOHRN"" 15,79%";UNIVERSITA' DEGLI STUDI SUOR ORSOLA BENINCASA - NAPOLI 10,53%
27051;40,7653;14,0242;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;S.A.P. S.r.l. - Societa Acqua Procida;Via Liberta, 12;80079;Procida;COMUNE DI PROCIDA 100%;;
27058;40,907;14,3739;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;ENAM S.p.A.;Via Nazionale delle Puglie, 161;80038;Pomigliano d'Arco;COMUNE DI POMIGLIANO D'ARCO 100%;;
17089;40,8326;14,2435;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Consorzio A.S.I. Napoli;VIA DOMENICO MORELLI, 75;80121;NAPOLI;;;
17090;40,6539;14,8131;Imprese pubbliche locali;c;022 - Aziende e istituzioni;0222 - Aziende e istituzioni di livello sub-regionale;Consorzio A.S.I. Salerno;VIALE GIUSEPPE VERDI, 23/G;84131;SALERNO;;;
17093;40,857;14,2767;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Conca di Agnano e dei Bacini Flegrei (NA);via porzio, 5;80143;NAPOLI;;;
17094;40,6764;14,7675;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica destra Sele (SA);CORSO VITTORIO EMANUELE, 143;84123;SALERNO;;;
17095;40,8575;14,2771;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Paludi Napoli e Volla (NA);via G. Porzio, 4;80143;NAPOLI;;;
17096;41,3541;14,3732;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Sannio Alifano (CE);VIALE DELLA LIBERTA, 61;81016;PIEDIMONTE MATESE;;;
17097;41,0692;15,0616;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Ufita (AV);VIA ALDO MORO, 58;83035;GROTTAMINARDA;;;
17098;40,3995;15,5942;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio Bonifica Vallo di Diano (SA);VIA MEZZACAPO, 39;84036;SALA CONSILINA;COMMISSARIO STRAORDINARIO;;
17099;40,4242;15,4973;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio Centro Sportivo Meridionale Bacino Salerno 3;Via CAMERINO;84030;SAN RUFO;COMUNE DI POLLA 9,9%;COMUNE DI TEGGIANO 7,3%;COMUNE DI SAN RUFO 3,3%
17100;40,6752;14,7704;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio Comuni Bacino Salerno 2;Via L. De Bartolomeis, 11;84132;SALERNO;IN LIQUIDAZIONE;;
27060;40,7428;13,942;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Ischia Risorsa Mare S.r.l.;Via Iasolino, 1;80077;Ischia;COMUNE DI ISCHIA 100%;;
27061;41,0751;14,2776;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Appia Servizi S.r.l.;Corso Piave, 92;81040;CURTI;COMUNE DI CURTI 50%;COMUNE DI MACERATA CAMPANIA 50%;
27064;40,8554;14,2826;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;INCO.FARMA S.p.A.;VIA TADDEO DA SESSA;80143;Napoli;SOC.I.GE.SS.-SOCIETA' INTERCOMUNALE DI GESTIONE SERVIZI SOCIO- SANITARI PER AZIONI IN BREVE: SOC. 75%;CONSORZIO INTERCOMUNALE PER I SERVIZI SOCIO-SANITARI IN SIGLA C.I.SS. 25%;
27065;40,774;14,6807;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;San Giorgio Servizi S.p.A. in House Providing;VIA DANTE ALIGHIERI;84083;CASTEL SAN GIORGIO;COMUNE DI CASTEL SAN GIORGIO 100%;;
27066;40,8413;14,2486;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;ANEA - Agenzia Napoletana per l'Energia e per l'Ambiente;Via Toledo, 317;80133;Napoli;COMUNE DI NAPOLI;ABC - ACQUA BENE COMUNE NAPOLI;UNIONE INDISTRIALE NAPOLI
27068;40,627;14,3766;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;PENISOLAZZURRA S.R.L. IN LIQUIDAZIONE;VIA CORREALE, 13;80067;Sorrento;COMUNE DI SORRENTO 51%;M.T. S.P.A. 35,1%;ARCHIVIA SOLUTION S.P.A. 13,9%
27800;40,8441;14,2554;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;BORSA IMMOBILIARE DI NAPOLI S.R.L. UNIPERSONALE;Via S. Aspreno, 2;80100;NAPOLI;CAMERA DI COMMERCIO DI NAPOLI 100%;;
27801;40,8441;14,2554;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;RECUPERO CREDITI S.R.L. - SOCIETA' UNIPERSONALE DELLA CCIAA DI NAPOLI;VIA S. ASPRENO, 2;80100;NAPOLI;CAMERA DI COMMERCIO DI NAPOLI 100%;;
27803;40,818;14,1749;Imprese pubbliche locali;c;041 - Enti non altrove classificati;0411 - Enti non altrove classificati di livello regionale;TEST - TECHNOLOGY, ENVIRONMENT, SAFETY, TRANSPORT - SOCIETA' CONS ORTILE A RESPONSABILITA' LIMITATA;VIA NUOVA AGNANO, 11;80125;NAPOLI;UNIVERSITA' DEGLI STUDI FEDERICO II 55%;UNIVERSITA' DEGLI STUDI DI SALERNO 20%;CONSIGLIO NAZIONALE DELLE RICERCHE 17%
27814;40,1733;15,5416;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;FUTUR CASELLE S.R.L.;VIA CAPORRA;84030;CASELLE IN PITTARI;COMUNE DI CASELLE IN PITTARI 51%;MICHELE CROCCIA 12%;LUCIO MARINO 14%
17101;40,2921;15,0617;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0211 - Forme associative di livello regionale;Consorzio VELIA per la bonifica del bacino Alento (SA);via Piano della Rocca;84060;Prignano Cilento;;;
17102;40,6544;14,8189;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio Farmaceutico Intercomunale Salerno;Via S. Visco, 24/c;84131;SALERNO;CITTA' DI SCAFATI;COMUNE DI SALERNO;COMUNE DI EBOLI
17103;41,0575;14,3438;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio Idrico Terra di Lavoro;Viale Lamberti;81100;CASERTA;PROVINCIA DI CASERTA 23,32;COMUNE DI MARCIANISE 11,56%;COMUNE DI MONDRAGONE 7,3%
17104;40,8281;14,3121;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio Impianti Depurazione Napoli;Via Boccaperti, 24;80146;NAPOLI;IN LIQUIDAZIONE;;
17109;40,2306;15,2641;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;CONSORZIO PER LA COSTITUZIONE E LA GESTIONE DEGLI IMPIANTI DI SMALTIMENTO DEI RIFIUTI SOLIDI URBANI;Largo Calcinali, 3;84078;VALLO DELLA LUCANIA;IN LIQUIDAZIONE (17/11/2014);;
17110;40,8433;14,2522;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;Consorzio UNICO CAMPANIA;PIAZZA MATTEOTTI, 7;80133;NAPOLI;AIR SPA;COMPAGNIA TRASPORTI PUBBLICI SPA;AUTOLINEE CURCIO SRL
17111;40,2308;15,2716;Imprese pubbliche locali;c;021 - Consorzi e Forme associative;0212 - Forme associative di livello sub-regionale;CONSAC Gestioni Idriche S.p.A. (SA);VIA OTTAVIO VALIANTE, 30;84078;VALLO DELLA LUCANIA;COMUNE VALLO DELLA LUCANIA 7,5%;COMUNE DI SAPRI 5,97%;COMUNE DI CAMEROTA 5,65%
17125;40,7964;14,078;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Flegrea Lavoro S.p.A.;VIA LUNGOLAGO, 4;80070;BACOLI;COMUNE DI BACOLI 100%;;
17126;40,7595;13,8701;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;"Fondazione ""La colombaia di Luchino Visconti"" - Ischia (NA)";Via Francesco Calise, 130;80075;FORIO D'ISCHIA;;;
27830;40,749;14,5275;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Scafati Sviluppo;Via P.Melchiade, 1;84018;SCAFATI;CITTA DI SCAFATI 100%;;
27966;40,9143;14,7949;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;IRPINIANET - SOCIETA' CONSORTILE A R.L.;PIAZZA DEL POPOLO;83100;Avellino;COMUNE DI MERCOGLIANO 12,29%;COMUNE DI CERVINARA 10,15%;COMUNE DI GROTTAMINARDA 8,32%
27967;41,1043;14,8237;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;CONSORZIO DI SPERIMENTAZIONE, DIVULGAZIONE E APPLICAZIONE DI BIOTECNICHE INNOVATIVE (CONSDABI);CONTRADA PIANO CAPPELLE, 123;82020;BENEVENTO;ASSOCIAZIONE ITALIANA ALLEVATORI;A.R.A.C. ASSOCIAZIONE REGIONALE ALLEVATORI CAMPANIA;
27972;40,672;14,7283;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;VIETRI SVILUPPO S.R.L.;CORSO UMBERTO I, 83;84019;VIETRI SUL MARE;COMUNE DI VIETRI SUL MARE 100%;;
27973;40,6343;14,6043;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;AMALFI MOBILITA'- SOCIETA' A RESPONSABILITA' LIMITATA;Piazza Municipio;84011;AMALFI;COMUNE DI AMALFI 100%;;
27980;40,9079;14,7986;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;A.IR. MOBILITY SOLUTIONS - SOCIETA' CONSORTILE A R.L.;Via dei Due Principati, 143;83100;AVELLINO;ITALDATA S.P.A. 50%;AUTOSERVIZI IRPINI S.P.A. IN SIGLA ABBREVIATA A.IR. S.P.A. 50%;
28178;40,748;14,6066;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;FARMACIA COMUNALE PAGANI S.R.L;via Alcide DE Gasperi, 262;84016;Pagani;COMUNE DI PAGANI 51%;AUGUSTA SANTILLO 49%;
28179;40,7805;14,767;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;Fisciano Farmacia Comunale srl;Via Giovanni Paolo II, 12;84084;Fisciano;COMUNE DI FISCIANO 51%;GIUSEPPINA RAGOSA 49%;
28200;40,6175;15,0546;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0392 - Societa e fondazioni a partecipazione sub-regionale;EBOLI PATRIMONIO S.R.L.;VIA MATTEO RIPA;84025;Eboli;COMUNE DI EBOLI 100%;;
17127;41,3094;14,8792;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;"Fondazione ""Lee Iacocca"" (BN)";Piazza Risorgimento;82100;SAN MARCO DEI CAVOTI;;;
17128;40,6527;14,8143;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;"Fondazione ""Ravello Citta della Musica""";Viale Richard Wagner, 5;84010;SALERNO;;;
17130;40,8053;14,1735;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;FONDAZIONE I.D.I.S. Citta della Scienza;VIA COROGLIO, 104;80124;NAPOLI;;;
17131;40,838;14,2501;Imprese pubbliche locali;c;039 - Societa e fondazioni Partecipate;0391 - Societa e fondazioni a partecipazione regionale;Fondazione Teatro San Carlo Napoli;Via San Carlo 98/F;80132;NAPOLI;;;
