similarity_computation,0:00:00.603412
clustering_0,0:00:00.001418
clustering_1,0:00:00.001403
clustering_2,0:00:00.001405
clustering_3,0:00:00.001403
correction,0:00:01.804480
total_time,0:00:02.419580
